258,User modeling for adaptive visualization systems,Vis,1994,C,10.1109/VISUAL.1994.346316,http://dx.doi.org/10.1109/VISUAL.1994.346316,Gitta Domik;Bernd Gutkauf
259,Restorer: a visualization technique for handling missing data,Vis,1994,C,10.1109/VISUAL.1994.346317,http://dx.doi.org/10.1109/VISUAL.1994.346317,Ray Twiddy;John Cavallo;Shahram M. Shiri
260,Spiders: a new user interface for rotation and visualization of n-dimensional point sets,Vis,1994,C,10.1109/VISUAL.1994.346318,http://dx.doi.org/10.1109/VISUAL.1994.346318,Kirk L. Duffin;William A. Barrett
261,Parallel performance measures for volume ray casting,Vis,1994,C,10.1109/VISUAL.1994.346319,http://dx.doi.org/10.1109/VISUAL.1994.346319,Cláudio T. Silva;Arie E. Kaufman
262,Fast surface rendering from raster data by voxel traversal using chessboard distance,Vis,1994,C,10.1109/VISUAL.1994.346320,http://dx.doi.org/10.1109/VISUAL.1994.346320,Milos Srámek
263,Differential volume rendering: a fast volume visualization technique for flow animation,Vis,1994,C,10.1109/VISUAL.1994.346321,http://dx.doi.org/10.1109/VISUAL.1994.346321,Han-Wei Shen;Christopher R. Johnson 0001
264,Strata-various: multi-layer visualization of dynamics in software system behavior,Vis,1994,C,10.1109/VISUAL.1994.346322,http://dx.doi.org/10.1109/VISUAL.1994.346322,Doug Kimelman;Bryan S. Rosenburg;Tova Roth
265,A library for visualizing combinatorial structures,Vis,1994,C,10.1109/VISUAL.1994.346323,http://dx.doi.org/10.1109/VISUAL.1994.346323,Marc Najork;Marc H. Brown
266,Virtual reality performance for virtual geometry,Vis,1994,C,10.1109/VISUAL.1994.346324,http://dx.doi.org/10.1109/VISUAL.1994.346324,Robert A. Cross;Andrew J. Hanson
267,GASP-a system for visualizing geometric algorithms,Vis,1994,C,10.1109/VISUAL.1994.346325,http://dx.doi.org/10.1109/VISUAL.1994.346325,Ayellet Tal;David P. Dobkin
268,The topology of symmetric second-order tensor fields,Vis,1994,C,10.1109/VISUAL.1994.346326,http://dx.doi.org/10.1109/VISUAL.1994.346326,Thierry Delmarcelle;Lambertus Hesselink
269,Vortex tubes in turbulent flows: identification representation reconstruction,Vis,1994,C,10.1109/VISUAL.1994.346327,http://dx.doi.org/10.1109/VISUAL.1994.346327,David C. Banks;Bart A. Singer
270,3D visualization of unsteady 2D airplane wake vortices,Vis,1994,C,10.1109/VISUAL.1994.346328,http://dx.doi.org/10.1109/VISUAL.1994.346328,Kwan-Liu Ma;Z. C. Zheng
271,Feature detection from vector quantities in a numerically simulated hypersonic flow field in combination with experimental flow visualization,Vis,1994,C,10.1109/VISUAL.1994.346329,http://dx.doi.org/10.1109/VISUAL.1994.346329,Hans-Georg Pagendarm;Birgit Walter
272,Visualizing flow with quaternion frames,Vis,1994,C,10.1109/VISUAL.1994.346330,http://dx.doi.org/10.1109/VISUAL.1994.346330,Andrew J. Hanson;Hui Ma
273,An evaluation of reconstruction filters for volume rendering,Vis,1994,C,10.1109/VISUAL.1994.346331,http://dx.doi.org/10.1109/VISUAL.1994.346331,Steve Marschner;Richard Lobb
274,Progressive transmission of scientific data using biorthogonal wavelet transform,Vis,1994,C,10.1109/VISUAL.1994.346332,http://dx.doi.org/10.1109/VISUAL.1994.346332,Hai Tao;Robert J. Moorhead II
275,Wavelet-based volume morphing,Vis,1994,C,10.1109/VISUAL.1994.346333,http://dx.doi.org/10.1109/VISUAL.1994.346333,Taosong He;Sidney W. Wang;Arie E. Kaufman
276,Isosurface generation by using extrema graphs,Vis,1994,C,10.1109/VISUAL.1994.346334,http://dx.doi.org/10.1109/VISUAL.1994.346334,Takayuki Itoh;Koji Koyamada
277,Triangulation and display of rational parametric surfaces,Vis,1994,C,10.1109/VISUAL.1994.346335,http://dx.doi.org/10.1109/VISUAL.1994.346335,Chandrajit L. Bajaj;Andrew V. Royappa
278,Piecewise-linear surface approximation from noisy scattered samples,Vis,1994,C,10.1109/VISUAL.1994.346336,http://dx.doi.org/10.1109/VISUAL.1994.346336,Michael Margaliot;Craig Gotsman
279,Introducing alpha shapes for the analysis of path integral Monte Carlo results,Vis,1994,C,10.1109/VISUAL.1994.346337,http://dx.doi.org/10.1109/VISUAL.1994.346337,Patrick J. Moran;Marcus Wagner
280,Visualizing polycrystalline orientation microstructures with spherical color maps,Vis,1994,C,10.1109/VISUAL.1994.346338,http://dx.doi.org/10.1109/VISUAL.1994.346338,Boris Yamrom;John A. Sutliff;Andrew P. Woodfield
281,Implicit modeling of swept surfaces and volumes,Vis,1994,C,10.1109/VISUAL.1994.346339,http://dx.doi.org/10.1109/VISUAL.1994.346339,William J. Schroeder;William E. Lorensen;Steve Linthicum
282,VolVis: a diversified volume visualization system,Vis,1994,C,10.1109/VISUAL.1994.346340,http://dx.doi.org/10.1109/VISUAL.1994.346340,Ricardo S. Avila;Taosong He;Lichan Hong;Arie E. Kaufman;Hanspeter Pfister;Cláudio T. Silva;Lisa M. Sobierajski;Sidney W. Wang
283,A distributed parallel interactive volume rendering package,Vis,1994,C,10.1109/VISUAL.1994.346341,http://dx.doi.org/10.1109/VISUAL.1994.346341,John S. Rowlan;G. Edward Lent;Nihar Gokhale;Shannon Bradshaw
284,Integrated control of distributed volume visualization through the World-Wide-Web,Vis,1994,C,10.1109/VISUAL.1994.346342,http://dx.doi.org/10.1109/VISUAL.1994.346342,Cheong S. Ang;David C. Martin;Michael D. Doyle
285,Visualisation for functional design,InfoVis,1995,C,10.1109/INFVIS.1995.528680,http://dx.doi.org/10.1109/INFVIS.1995.528680,Robert Spence;Lisa Tweedie;Huw Dawkes;Hua Su
286,Towards a generative theory of diagram design,InfoVis,1995,C,10.1109/INFVIS.1995.528681,http://dx.doi.org/10.1109/INFVIS.1995.528681,Klaus Reichenberger;Thomas Kamps;Gene Golovchinsky
287,Research report: information animation applications in the capital markets,InfoVis,1995,C,10.1109/INFVIS.1995.528682,http://dx.doi.org/10.1109/INFVIS.1995.528682,W. Wright
288,Research report: improving browsing in information by the automatic display layout,InfoVis,1995,C,10.1109/INFVIS.1995.528683,http://dx.doi.org/10.1109/INFVIS.1995.528683,Peter Lüders;Rolf Ernst
289,SDM: malleable information graphics,InfoVis,1995,C,10.1109/INFVIS.1995.528684,http://dx.doi.org/10.1109/INFVIS.1995.528684,Mei C. Chuah;Steven F. Roth;Joe Mattis;John Kolojejchick
290,The information mural: a technique for displaying and navigating large information spaces,InfoVis,1995,C,10.1109/INFVIS.1995.528685,http://dx.doi.org/10.1109/INFVIS.1995.528685,Dean F. Jerding;John T. Stasko
291,Visualizing the non-visual: spatial analysis and interaction with information from text documents,InfoVis,1995,C,10.1109/INFVIS.1995.528686,http://dx.doi.org/10.1109/INFVIS.1995.528686,James A. Wise;James J. Thomas;Kelly Pennock;D. Lantrip;M. Pottier;Anne Schur;V. Crow
292,VRMosaic: WEB access from within a virtual environment,InfoVis,1995,C,10.1109/INFVIS.1995.528687,http://dx.doi.org/10.1109/INFVIS.1995.528687,Ian G. Angus;Henry Sowizral
293,IVEE: an Information Visualization and Exploration Environment,InfoVis,1995,C,10.1109/INFVIS.1995.528688,http://dx.doi.org/10.1109/INFVIS.1995.528688,Christopher Ahlberg;Erik Wistrand
294,Research report. Interacting with huge hierarchies: beyond cone trees,InfoVis,1995,C,10.1109/INFVIS.1995.528689,http://dx.doi.org/10.1109/INFVIS.1995.528689,S. Jeromy Carrière;Rick Kazman
295,Research report. DataSpace: 3-D visualizations of large databases,InfoVis,1995,C,10.1109/INFVIS.1995.528690,http://dx.doi.org/10.1109/INFVIS.1995.528690,Vinod Anupam;Shaul Dar;Ted Leibfried;Eric Petajan
296,Case study. Narcissus: visualising information,InfoVis,1995,C,10.1109/INFVIS.1995.528691,http://dx.doi.org/10.1109/INFVIS.1995.528691,Robert J. Hendley;Nick S. Drew;Andrew Wood;Russell Beale
297,Case study. Visualising cyberspace: information visualisation in the Harmony Internet browser,InfoVis,1995,C,10.1109/INFVIS.1995.528692,http://dx.doi.org/10.1109/INFVIS.1995.528692,K. Andrews
298,Case study: fishing for information on the Internet,InfoVis,1995,C,10.1109/INFVIS.1995.528693,http://dx.doi.org/10.1109/INFVIS.1995.528693,R. Mitchell;David S. Day;Lynette Hirschman
299,Case study. A WWW viewpoint on scientific visualization: an EPA case study for technology transfer,InfoVis,1995,C,10.1109/INFVIS.1995.528694,http://dx.doi.org/10.1109/INFVIS.1995.528694,Theresa-Marie Rhyne
300,Case study: an empirical investigation of thumbnail image recognition,InfoVis,1995,C,10.1109/INFVIS.1995.528695,http://dx.doi.org/10.1109/INFVIS.1995.528695,C. A. Burton;L. J. Johnston;E. A. Sonenberg
301,Case study: visualizing Internet resources,InfoVis,1995,C,10.1109/INFVIS.1995.528696,http://dx.doi.org/10.1109/INFVIS.1995.528696,Nahum D. Gershon;Joshua LeVasseur;Joel Winstead;J. Croall;A. Pernicks;William Ruh
302,Case study: 3D displays of Internet traffic,InfoVis,1995,C,10.1109/INFVIS.1995.528697,http://dx.doi.org/10.1109/INFVIS.1995.528697,Kenneth C. Cox;Stephen G. Eick
303,Interval set: a volume rendering technique generalizing isosurface extraction,Vis,1995,C,10.1109/VISUAL.1995.480789,http://dx.doi.org/10.1109/VISUAL.1995.480789,Baining Guo
304,Interactive maximum projection volume rendering,Vis,1995,C,10.1109/VISUAL.1995.480790,http://dx.doi.org/10.1109/VISUAL.1995.480790,Michael D. McCool;Wolfgang Heidrich;John Stevens
305,Interactive realism for visualization using ray tracing,Vis,1995,C,10.1109/VISUAL.1995.480791,http://dx.doi.org/10.1109/VISUAL.1995.480791,Robert A. Cross
306,A hardware acceleration method for volumetric ray tracing,Vis,1995,C,10.1109/VISUAL.1995.480792,http://dx.doi.org/10.1109/VISUAL.1995.480792,Lisa M. Sobierajski;Ricardo S. Avila
307,Defining computing and visualizing molecular interfaces,Vis,1995,C,10.1109/VISUAL.1995.480793,http://dx.doi.org/10.1109/VISUAL.1995.480793,Amitabh Varshney;Frederick P. Brooks Jr.;David C. Richardson;William V. Wright;Dinesh Manocha
308,Visualization of biological sequence similarity search results,Vis,1995,C,10.1109/VISUAL.1995.480794,http://dx.doi.org/10.1109/VISUAL.1995.480794,Ed Huai-hsin Chi;Phillip Barry;Elizabeth Shoop;John V. Carlis;Ernest F. Retzel;John Riedl
309,Enhancing transparent skin surfaces with ridge and valley lines,Vis,1995,C,10.1109/VISUAL.1995.480795,http://dx.doi.org/10.1109/VISUAL.1995.480795,Victoria Interrante;Henry Fuchs;Stephen M. Pizer
310,Splatting of curvilinear volumes,Vis,1995,C,10.1109/VISUAL.1995.480796,http://dx.doi.org/10.1109/VISUAL.1995.480796,Xiaoyang Mao;Lichan Hong;Arie E. Kaufman
311,On enhancing the speed of splatting with indexing,Vis,1995,C,10.1109/VISUAL.1995.480797,http://dx.doi.org/10.1109/VISUAL.1995.480797,Insung Ihm;Rae Kyoung Lee
312,IFS fractal interpolation for 2D and 3D visualization,Vis,1995,C,10.1109/VISUAL.1995.480798,http://dx.doi.org/10.1109/VISUAL.1995.480798,Craig M. Wittenbrink
313,Automated generation of visual simulation databases using remote sensing and GIS,Vis,1995,C,10.1109/VISUAL.1995.480799,http://dx.doi.org/10.1109/VISUAL.1995.480799,Martin Suter;Daniel Nüesch
314,Virtual GIS: a real-time 3D geographic information system,Vis,1995,C,10.1109/VISUAL.1995.480800,http://dx.doi.org/10.1109/VISUAL.1995.480800,David Koller;Peter Lindstrom;William Ribarsky;Larry F. Hodges;Nickolas Faust;Gregory A. Turner
315,An architecture for retaining and analyzing visual explorations of databases,Vis,1995,C,10.1109/VISUAL.1995.480801,http://dx.doi.org/10.1109/VISUAL.1995.480801,John Peter Lee;Georges G. Grinstein
316,An illustrated analysis of sonification for scientific visualisation,Vis,1995,C,10.1109/VISUAL.1995.480802,http://dx.doi.org/10.1109/VISUAL.1995.480802,Rosane Minghim;A. Robin Forrest
317,A rule-based tool for assisting colormap selection,Vis,1995,C,10.1109/VISUAL.1995.480803,http://dx.doi.org/10.1109/VISUAL.1995.480803,Lawrence D. Bergman;Bernice E. Rogowitz;Lloyd Treinish
318,Space walking,Vis,1995,C,10.1109/VISUAL.1995.480804,http://dx.doi.org/10.1109/VISUAL.1995.480804,Andrew J. Hanson;Hui Ma
319,Fast multiresolution surface meshing,Vis,1995,C,10.1109/VISUAL.1995.480805,http://dx.doi.org/10.1109/VISUAL.1995.480805,Markus H. Gross;Roger Gatti;Oliver G. Staadt
320,Sweeping simplices: a fast iso-surface extraction algorithm for unstructured grids,Vis,1995,C,10.1109/VISUAL.1995.480806,http://dx.doi.org/10.1109/VISUAL.1995.480806,Han-Wei Shen;Christopher R. Johnson 0001
321,Interval volume: a solid fitting technique for volumetric data display and analysis,Vis,1995,C,10.1109/VISUAL.1995.480807,http://dx.doi.org/10.1109/VISUAL.1995.480807,Issei Fujishiro;Yuji Maeda;Hiroshi Sato
322,Fast normal estimation using surface characteristics,Vis,1995,C,10.1109/VISUAL.1995.480808,http://dx.doi.org/10.1109/VISUAL.1995.480808,Byeong-Seok Shin;Yeong-Gil Shin
323,Compression domain rendering of time-resolved volume data,Vis,1995,C,10.1109/VISUAL.1995.480809,http://dx.doi.org/10.1109/VISUAL.1995.480809,Rüdiger Westermann
324,High-speed volume rendering using redundant block compression,Vis,1995,C,10.1109/VISUAL.1995.480810,http://dx.doi.org/10.1109/VISUAL.1995.480810,Günter Knittel
325,Authenticity analysis of wavelet approximations in visualization,Vis,1995,C,10.1109/VISUAL.1995.480811,http://dx.doi.org/10.1109/VISUAL.1995.480811,Pak Chung Wong;R. Daniel Bergeron
326,Direct rendering of Laplacian pyramid compressed volume data,Vis,1995,C,10.1109/VISUAL.1995.480812,http://dx.doi.org/10.1109/VISUAL.1995.480812,Mohammad H. Ghavamnia;Xue D. Yang
327,Automatic generation of triangular irregular networks using greedy cuts,Vis,1995,C,10.1109/VISUAL.1995.480813,http://dx.doi.org/10.1109/VISUAL.1995.480813,Cláudio T. Silva;Joseph S. B. Mitchell;Arie E. Kaufman
328,Legibility enhancement for information visualisation,Vis,1995,C,10.1109/VISUAL.1995.480814,http://dx.doi.org/10.1109/VISUAL.1995.480814,Rob Ingram;Steve Benford
329,Subverting structure: data-driven diagram generation,Vis,1995,C,10.1109/VISUAL.1995.480815,http://dx.doi.org/10.1109/VISUAL.1995.480815,Gene Golovchinsky;Klaus Reichenberger;Thomas Kamps
330,A model and a system for data-parallel program visualization,Vis,1995,C,10.1109/VISUAL.1995.480816,http://dx.doi.org/10.1109/VISUAL.1995.480816,Thomas A. Wagner;R. Daniel Bergeron
331,Enhanced spot noise for vector field visualization,Vis,1995,C,10.1109/VISUAL.1995.480817,http://dx.doi.org/10.1109/VISUAL.1995.480817,Wim C. de Leeuw;Jarke J. van Wijk
332,Interactive visualization of mixed scalar and vector fields,Vis,1995,C,10.1109/VISUAL.1995.480818,http://dx.doi.org/10.1109/VISUAL.1995.480818,Lichan Hong;Xiaoyang Mao;Arie E. Kaufman
333,Vector plots for irregular grids,Vis,1995,C,10.1109/VISUAL.1995.480819,http://dx.doi.org/10.1109/VISUAL.1995.480819,Don Dovey
334,Tensor product surfaces guided by minimal surface area triangulations,Vis,1995,C,10.1109/VISUAL.1995.480820,http://dx.doi.org/10.1109/VISUAL.1995.480820,John K. Johnstone;Kenneth R. Sloan
335,An extended data-flow architecture for data analysis and visualization,Vis,1995,C,10.1109/VISUAL.1995.480821,http://dx.doi.org/10.1109/VISUAL.1995.480821,Greg Abram;Lloyd Treinish
336,High Dimensional Brushing for Interactive Exploration of Multivariate Data,Vis,1995,C,10.1109/VISUAL.1995.485139,http://dx.doi.org/10.1109/VISUAL.1995.485139,Allen R. Martin;Matthew O. Ward
337,Recursive pattern: a technique for visualizing very large amounts of data,Vis,1995,C,10.1109/VISUAL.1995.485140,http://dx.doi.org/10.1109/VISUAL.1995.485140,Daniel A. Keim;Mihael Ankerst;Hans-Peter Kriegel
338,Iconic techniques for feature visualization,Vis,1995,C,10.1109/VISUAL.1995.485141,http://dx.doi.org/10.1109/VISUAL.1995.485141,Frank J. Post;Theo van Walsum;Frits H. Post;Deborah Silver
339,Voxel based object simplification,Vis,1995,C,10.1109/VISUAL.1995.485142,http://dx.doi.org/10.1109/VISUAL.1995.485142,Taosong He;Lichan Hong;Arie E. Kaufman;Amitabh Varshney;Sidney W. Wang
340,3D computational steering with parametrized geometric objects,Vis,1995,C,10.1109/VISUAL.1995.485143,http://dx.doi.org/10.1109/VISUAL.1995.485143,Jurriaan D. Mulder;Jarke J. van Wijk
341,Fast Algorithms for Visualizing Fluid Motion in Steady Flow on Unstructured Grids,Vis,1995,C,10.1109/VISUAL.1995.485144,http://dx.doi.org/10.1109/VISUAL.1995.485144,Shyh-Kuang Ueng;Kris Sikorski;Kwan-Liu Ma
342,Optimization of time-dependent particle tracing using tetrahedral decomposition,Vis,1995,C,10.1109/VISUAL.1995.485145,http://dx.doi.org/10.1109/VISUAL.1995.485145,David N. Kenwright;David A. Lane
343,Unsteady flow volumes,Vis,1995,C,10.1109/VISUAL.1995.485146,http://dx.doi.org/10.1109/VISUAL.1995.485146,Barry G. Becker;Nelson L. Max;David A. Lane
344,Propositional n-traces: visualizing a problem in philosophical logic,Vis,1995,C,10.1109/VISUAL.1995.485147,http://dx.doi.org/10.1109/VISUAL.1995.485147,Nathalie Prevost;Ray E. Jennings;Loki Jörgenson;F. David Fracchia
345,Qualitative analysis of invariant tori in a dynamical system,Vis,1995,C,10.1109/VISUAL.1995.485148,http://dx.doi.org/10.1109/VISUAL.1995.485148,Daryl H. Hepting;Gianne Derks;Kossi D. Edoh;Robert D. Russell
346,Pictorial statistics-visualization of high-dimensional statistical distributions,Vis,1995,C,10.1109/VISUAL.1995.485149,http://dx.doi.org/10.1109/VISUAL.1995.485149,Andreas A. Müller
347,Visualization for aerodynamic design of helicopter rotor blades,Vis,1995,C,10.1109/VISUAL.1995.485150,http://dx.doi.org/10.1109/VISUAL.1995.485150,G. David Kerlick
348,Visualization of high speed aerodynamic configuration design,Vis,1995,C,10.1109/VISUAL.1995.485151,http://dx.doi.org/10.1109/VISUAL.1995.485151,Monika Hannemann;Helmut Sobieczky
349,Volume-based reasoning and visualization of diecastability,Vis,1995,C,10.1109/VISUAL.1995.485152,http://dx.doi.org/10.1109/VISUAL.1995.485152,Roni Yagel;Shao-Chiung Lu;Alec B. Rebello;R. A. Miller
350,A visualization tool for studying the development of the moss Physcomitrella patens,Vis,1995,C,10.1109/VISUAL.1995.485153,http://dx.doi.org/10.1109/VISUAL.1995.485153,F. David Fracchia;Neil W. Ashton
351,Marching through the Visible Man,Vis,1995,C,10.1109/VISUAL.1995.485154,http://dx.doi.org/10.1109/VISUAL.1995.485154,William E. Lorensen
352,Astronomers and their shady algorithms,Vis,1995,C,10.1109/VISUAL.1995.485155,http://dx.doi.org/10.1109/VISUAL.1995.485155,Richard Gooch
353,Flow visualization in a hypersonic fin/ramp flow,Vis,1995,C,10.1109/VISUAL.1995.485156,http://dx.doi.org/10.1109/VISUAL.1995.485156,Hans-Georg Pagendarm;Thomas Gerhold
354,Case study: an integrated approach for steering visualization and analysis of atmospheric simulations,Vis,1995,C,10.1109/VISUAL.1995.485157,http://dx.doi.org/10.1109/VISUAL.1995.485157,Yves Jean;Thomas Kindler;William Ribarsky;Weiming Gu;Greg Eisenhauer;Karsten Schwan;Fred Alyea
355,Turbulent flow visualization in computational and experimental hydraulics,Vis,1995,C,10.1109/VISUAL.1995.485158,http://dx.doi.org/10.1109/VISUAL.1995.485158,A. E. Mynett;I. Ari Sadarjoen;A. J. S. Hin
356,Interactive 3D visualization of actual anatomy and simulated chemical time-course data for fish,Vis,1995,C,10.1109/VISUAL.1995.485169,http://dx.doi.org/10.1109/VISUAL.1995.485169,Penny Rheingans;John Nichols
357,Visualizing the tracking and diving behavior of marine mammals: a case study,Vis,1995,C,10.1109/VISUAL.1995.485170,http://dx.doi.org/10.1109/VISUAL.1995.485170,Guy W. Oliver
358,Case study: using spatial access methods to support the visualization of environmental data,Vis,1995,C,10.1109/VISUAL.1995.485171,http://dx.doi.org/10.1109/VISUAL.1995.485171,Charles Falkenberg;Ravi Kulkarni
359,Visage: a user interface environment for exploring information,InfoVis,1996,C,10.1109/INFVIS.1996.559210,http://dx.doi.org/10.1109/INFVIS.1996.559210,Steven F. Roth;Peter Lucas 0002;Jeffrey Senn;Cristina C. Gomberg;Michael B. Burks;Philip J. Stroffolino;John A. Kolojechick;Carolyn Dunmire
360,Data characterization for automatically visualizing heterogeneous information,InfoVis,1996,C,10.1109/INFVIS.1996.559211,http://dx.doi.org/10.1109/INFVIS.1996.559211,Michelle X. Zhou;Steven K. Feiner
361,Rapid prototyping of information visualizations using VANISH,InfoVis,1996,C,10.1109/INFVIS.1996.559212,http://dx.doi.org/10.1109/INFVIS.1996.559212,Rick Kazman;S. Jeromy Carrière
362,On the semantics of interactive visualizations,InfoVis,1996,C,10.1109/INFVIS.1996.559213,http://dx.doi.org/10.1109/INFVIS.1996.559213,Mei C. Chuah;Steven F. Roth
363,Techniques for non-linear magnification transformations,InfoVis,1996,C,10.1109/INFVIS.1996.559214,http://dx.doi.org/10.1109/INFVIS.1996.559214,Alan Keahey;Edward L. Robertson
364,Distortion viewing techniques for 3-dimensional data,InfoVis,1996,C,10.1109/INFVIS.1996.559215,http://dx.doi.org/10.1109/INFVIS.1996.559215,M. Sheelagh T. Carpendale;David J. Cowperthwaite;F. David Fracchia
365,Selection: 524288 ways to say "this is interesting",InfoVis,1996,C,10.1109/INFVIS.1996.559216,http://dx.doi.org/10.1109/INFVIS.1996.559216,Graham J. Wills
366,Towards rich information landscapes for visualising structured Web spaces,InfoVis,1996,M,10.1109/INFVIS.1996.559218,http://dx.doi.org/10.1109/INFVIS.1996.559218,Keith Andrews;Michael Pichler;Peter Wolf
367,Visualizing the results of multimedia Web search engines,InfoVis,1996,M,10.1109/INFVIS.1996.559219,http://dx.doi.org/10.1109/INFVIS.1996.559219,Sougata Mukherjea;Kyoji Hirata;Yoshinori Hara
368,Minimally-immersive interactive volumetric information visualization,InfoVis,1996,M,10.1109/INFVIS.1996.559220,http://dx.doi.org/10.1109/INFVIS.1996.559220,David S. Ebert;Chris Shaw 0002;Amen Zwa;Ethan L. Miller;D. Aaron Roberts
369,Interactive visualization of multiway tables,InfoVis,1996,M,10.1109/INFVIS.1996.559221,http://dx.doi.org/10.1109/INFVIS.1996.559221,Kenneth C. Cox;Dianne Hackborn
370,FINESSE: a financial information spreadsheet,InfoVis,1996,M,10.1109/INFVIS.1996.559222,http://dx.doi.org/10.1109/INFVIS.1996.559222,Amitabh Varshney;Arie E. Kaufman
371,Animating multidimensional scaling to visualize N-dimensional data sets,InfoVis,1996,M,10.1109/INFVIS.1996.559223,http://dx.doi.org/10.1109/INFVIS.1996.559223,Chris Bentley;Matthew O. Ward
372,Dual multiresolution HyperSlice for multivariate data visualization,InfoVis,1996,M,10.1109/INFVIS.1996.559224,http://dx.doi.org/10.1109/INFVIS.1996.559224,Pak Chung Wong;Andrew H. Crabb;R. Daniel Bergeron
373,Geospatial metadata querying and visualization on the WWW using Java<sup>TM</sup> applets,InfoVis,1996,C,10.1109/INFVIS.1996.559225,http://dx.doi.org/10.1109/INFVIS.1996.559225,Naim Alper;Chuck Stein
374,Visualizing the global topology of the MBone,InfoVis,1996,C,10.1109/INFVIS.1996.559226,http://dx.doi.org/10.1109/INFVIS.1996.559226,Tamara Munzner;Eric Hoffman;Kimberly C. Claffy;Bill Fenner
375,Visualizing usability log data,InfoVis,1996,C,10.1109/INFVIS.1996.559227,http://dx.doi.org/10.1109/INFVIS.1996.559227,Mark Gray;Albert N. Badre;Mark Guzdial
376,DEPICT: Documents Evaluated as Pictures. Visualizing information using context vectors and self-organizing maps,InfoVis,1996,C,10.1109/INFVIS.1996.559228,http://dx.doi.org/10.1109/INFVIS.1996.559228,David A. Rushall;Marc R. Ilgen
377,Visualizing a tennis match,InfoVis,1996,C,10.1109/INFVIS.1996.559229,http://dx.doi.org/10.1109/INFVIS.1996.559229,Liqun Jin;David C. Banks
378,Anatomy-based facial tissue modeling using the finite element method,Vis,1996,C,10.1109/VISUAL.1996.567595,http://dx.doi.org/10.1109/VISUAL.1996.567595,Erwin Keeve;Sabine Girod;Paula Pfeifle;Bernd Girod
379,A fast Gibbs sampler for synthesizing constrained fractals,Vis,1996,C,10.1109/VISUAL.1996.567598,http://dx.doi.org/10.1109/VISUAL.1996.567598,Baba C. Vemuri;Chhandomay Mandal
380,Temporal continuity of levels of detail in Delaunay triangulated terrain,Vis,1996,C,10.1109/VISUAL.1996.567600,http://dx.doi.org/10.1109/VISUAL.1996.567600,Daniel Cohen-Or;Yishay Levanoni
381,BLaC-wavelets: a multiresolution analysis with non-nested spaces,Vis,1996,C,10.1109/VISUAL.1996.567602,http://dx.doi.org/10.1109/VISUAL.1996.567602,Georges-Pierre Bonneau;Stefanie Hahmann;Gregory M. Nielson
382,Fast stereo volume rendering,Vis,1996,C,10.1109/VISUAL.1996.567603,http://dx.doi.org/10.1109/VISUAL.1996.567603,Taosong He;Arie E. Kaufman
383,Hierarchical and parallelizable direct volume rendering for irregular and multiple grids,Vis,1996,C,10.1109/VISUAL.1996.567606,http://dx.doi.org/10.1109/VISUAL.1996.567606,Jane Wilhelms;Allen Van Gelder;Paul Tarantino;Jonathan Gibbs
384,Fast Perspective Volume Rendering with Splatting by Utilizing a Ray-Driven Approach,Vis,1996,C,10.1109/VISUAL.1996.567608,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.567608,Klaus Mueller;Roni Yagel
385,Deformable volume rendering by 3D texture mapping and octree encoding,Vis,1996,C,10.1109/VISUAL.1996.567609,http://dx.doi.org/10.1109/VISUAL.1996.567609,Shiaofen Fang;Rajagopalan Srinivasan;Su Huang;Raghu Raghavan
386,Visualization over the World Wide Web and its application to environmental data,Vis,1996,C,10.1109/VISUAL.1996.567610,http://dx.doi.org/10.1109/VISUAL.1996.567610,Jason D. Wood;Ken Brodlie;Helen Wright
387,Cheops: a compact explorer for complex hierarchies,Vis,1996,C,10.1109/VISUAL.1996.567745,http://dx.doi.org/10.1109/VISUAL.1996.567745,Luc Beaudoin;Marc-Antoine Parent;Louis C. Vroomen
388,The Design and Implementation of an Object-Oriented Toolkit for 3D Graphics and Visualization,Vis,1996,C,10.1109/VISUAL.1996.567752,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.567752,William J. Schroeder;Ken Martin;William E. Lorensen
389,Visualization of Complex Models Using Dynamic Texture-based Simplification,Vis,1996,C,10.1109/VISUAL.1996.567774,http://doi.ieeecomputersociety.org/10.1109/VISUAL.1996.567774,Daniel G. Aliaga
390,Interactive visualization of 3D-vector fields using illuminated stream lines,Vis,1996,C,10.1109/VISUAL.1996.567777,http://dx.doi.org/10.1109/VISUAL.1996.567777,Malte Zöckler;Detlev Stalling;Hans-Christian Hege
391,Raycasting vector fields,Vis,1996,C,10.1109/VISUAL.1996.567780,http://dx.doi.org/10.1109/VISUAL.1996.567780,Thomas Frühauf
392,Multi-frequency noise for LIC,Vis,1996,C,10.1109/VISUAL.1996.567784,http://dx.doi.org/10.1109/VISUAL.1996.567784,Ming-Hoe Kiu;David C. Banks
393,A linear iteration time layout algorithm for visualising high-dimensional data,Vis,1996,C,10.1109/VISUAL.1996.567787,http://dx.doi.org/10.1109/VISUAL.1996.567787,Matthew Chalmers
394,Flexible information visualization of multivariate data from biological sequence similarity searches,Vis,1996,C,10.1109/VISUAL.1996.567796,http://dx.doi.org/10.1109/VISUAL.1996.567796,Ed Huai-hsin Chi;John Riedl;Elizabeth Shoop;John V. Carlis;Ernest F. Retzel;Phillip Barry
